ligne_ID,id_sortie,unique_hunter_ID,id_chasseur,village,religion,niveau_etudes,activite_1,temps_chasseur,frequence_chasse,age_chasseur,type_de_la_sortie,mois,duree,distance_lieu_chasse_hr,strategie_primaire,strategie_chasse,type_fleches,type_pieges,nombre_pieges,type_chasse,periode_chasse,base_chasse,detail_base_chasse,depenses_totales,nombre_personnes,especes_chassees,succes,kg_tot,kg_rongeurs,kg_petitsongules,kg_ongulesmoyens,kg_grandsongules,kg_sangliers,kg_primates,kg_reptiles,kg_oiseaux,kg_autres,CPUE_duree,CPUE_duree_rongeurs,CPUE_duree_petitsongules,CPUE_duree_ongulesmoyens,CPUE_duree_grandsongules,CPUE_duree_sangliers,CPUE_duree_primates,CPUE_duree_reptiles,CPUE_duree_oiseaux,CPUE_duree_autres,CPUE_distance,CPUE_distance_rongeurs,CPUE_distance_petitsongules,CPUE_distance_ongulesmoyens,CPUE_distance_grandsongules,CPUE_distance_sangliers,CPUE_distance_primates,CPUE_distance_reptiles,CPUE_distance_oiseaux,CPUE_distance_autres
485,62,6_12,12,6,autre,secondaire,0,10,0.354,20,effectuee&declaree,8,0.5,1,fusil,fusil,,,1,collective,nuit,village,,23000,3,petitsongules_autres,1,21,0,12,0,0,0,0,0,0,9,42,0,24,0,0,0,0,0,0,18,21,0,12,0,0,0,0,0,0,9
486,213,6_12,12,6,autre,secondaire,0,10,0.354,20,effectuee&declaree,10,0.5,0.5,pieges,pieges,,cable_nylon_mapasa,20,individuelle,jour,village,nganda,23000,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,68,6_12,12,6,autre,secondaire,0,10,0.354,20,effectueeNONdeclaree,8,1,1,arc&fleches,arc&fleches,bosiki,,1,collective,nuit,autres,,0,4,petitsongules,1,4,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0
488,170,6_12,12,6,autre,secondaire,0,10,0.354,20,effectueeNONdeclaree,9,0.5,0.5,pieges,pieges,,nylon,40,individuelle,jour,village,nganda,12000,1,grandsongules,1,18,0,0,0,18,0,0,0,0,0,36,0,0,0,36,0,0,0,0,0,36,0,0,0,36,0,0,0,0,0
489,78,6_12,12,6,autre,secondaire,0,10,0.354,20,effectuee&declaree,8,0.5,0.15,pieges,pieges,,cable_nylons,50,individuelle,jour,campement_permanent,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,69,6_13,13,6,autre,secondaire,0,20,0.354,25,effectuee&declaree,8,0.5,1.3,pieges,pieges,,cable,0,individuelle,jour,autres,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,214,6_13,13,6,autre,secondaire,0,20,0.354,25,effectuee&declaree,10,0.5,1,pieges,pieges,,mapasa_nylon_cable,70,individuelle,jour,village,nganda,30000,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,173,6_13,13,6,autre,secondaire,0,20,0.354,25,effectueeNONdeclaree,9,0.5,3,pieges,pieges,,nylon_mapasa,40,collective,jour,village,nganda,30000,2,autres,1,15,0,0,0,0,15,0,0,0,0,30,0,0,0,0,30,0,0,0,0,5,0,0,0,0,5,0,0,0,0
493,211,6_14,14,6,protestant,primaire,0,30,0.354,60,effectuee&declaree,10,0.5,1,pieges,pieges,,mapasa,37,individuelle,jour,village,nganda,5000,1,autres,1,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
494,211,6_14,14,6,protestant,primaire,0,15,0.354,60,effectuee&declaree,10,0.5,1,pieges,pieges,,mapasa,37,individuelle,jour,village,nganda,5000,1,autres,1,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
495,462,6_14,14,6,protestant,primaire,0,30,0.354,60,effectuee&declaree,1,0.5,1.5,pieges,arc&fleches_pieges,bosiki_bonsele,cable_mapasa,80,individuelle,jour,village,tompokia,10000,0,,1,3.4,0,3.4,0,0,0,0,0,0,0,6.8,0,6.8,0,0,0,0,0,0,0,2.266666667,0,2.266666667,0,0,0,0,0,0,0
496,462,6_14,14,6,protestant,primaire,0,15,0.354,60,effectuee&declaree,1,0.5,1.5,pieges,arc&fleches_pieges,bosiki_bonsele,cable_mapasa,80,individuelle,jour,village,tompokia,10000,0,,1,3.4,0,3.4,0,0,0,0,0,0,0,6.8,0,6.8,0,0,0,0,0,0,0,2.266666667,0,2.266666667,0,0,0,0,0,0,0
497,70,6_14,14,6,protestant,primaire,0,30,0.354,60,effectueeNONdeclaree,8,0.5,5,fusil,fusil,,,1,individuelle,nuit,campement_permanent,,0,1,petitsongules,1,4,0,4,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0.8,0,0.8,0,0,0,0,0,0,0
498,70,6_14,14,6,protestant,primaire,0,15,0.354,60,effectueeNONdeclaree,8,0.5,5,fusil,fusil,,,1,individuelle,nuit,campement_permanent,,0,1,petitsongules,1,4,0,4,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0.8,0,0.8,0,0,0,0,0,0,0
499,174,6_14,14,6,protestant,primaire,0,30,0.354,60,effectuee&declaree,9,0.5,0.5,pieges,pieges,,mapasa,32,individuelle,jour,village,nganda,10000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,174,6_14,14,6,protestant,primaire,0,15,0.354,60,effectuee&declaree,9,0.5,0.5,pieges,pieges,,mapasa,32,individuelle,jour,village,nganda,10000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,253,6_18,18,6,protestant,secondaire,0,25,0.566,45,effectuee&declaree,10,0.5,1,arc&fleches,arc&fleches,bonsele_bosiki,,2,individuelle,jour,autres,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,254,6_19,19,6,autre,secondaire,1,15,0.354,21,effectuee&declaree,10,0.5,0.45,pieges,pieges,,mapasa,30,individuelle,jour,autres,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,220,6_19,19,6,autre,secondaire,1,15,0.354,21,effectuee&declaree,10,0.5,1.3,pieges,pieges,,mapasa_nylon_cable,51,collective,jour,village,nganda,30000,2,autres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,337,6_2,2,6,protestant,primaire,0,10,0.354,49,effectuee&declaree,12,7,2,fusil,fusil_arc&fleches,bosiki_bonsele,,6,collective,les_deux,village,nsadiya,15000,3,singes,1,29,0,0,0,0,0,29,0,0,0,4.142857143,0,0,0,0,0,4.142857143,0,0,0,14.5,0,0,0,0,0,14.5,0,0,0
505,255,6_22,22,6,autre,secondaire,0,18,0.354,32,effectuee&declaree,10,0.5,0.3,pieges,pieges_autre,,cable_nylons,50,individuelle,jour,autres,,0,0,rongeurs,1,1.5,1.5,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0
506,216,6_23,23,6,protestant,aucune,0,34,0.354,25,effectuee&declaree,10,0.5,1,pieges,pieges,,mapasa_nylon_cable,50,individuelle,jour,village,nganda,60000,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,221,6_23,23,6,protestant,aucune,0,34,0.354,25,effectuee&declaree,10,0.5,1,pieges,pieges,,mapasa_cable_nylon,17,individuelle,jour,village,nganda,15000,1,autres,1,0.145,0.145,0,0,0,0,0,0,0,0,0.29,0.29,0,0,0,0,0,0,0,0,145,145,0,0,0,0,0,0,0,0
508,263,6_24,24,6,protestant,secondaire,0,12,0.354,18,effectuee&declaree,10,0.5,1,pieges,arc&fleches_pieges,bonsele_lilikonga,,0,individuelle,jour,autres,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,262,6_25,25,6,protestant,secondaire,0,8,0.354,27,effectuee&declaree,10,0.5,1,pieges,pieges_arc&fleches,bosiki,,0,individuelle,jour,autres,,0,0,rongeurs,1,3,3,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
510,444,6_26,26,6,protestant,secondaire,1,3,0.354,27,effectuee&declaree,12,0.5,2,pieges,fusil_arc&fleches_pieges,bosiki_bonsele,nylon_mapasa,100,individuelle,jour,village,lonia,30000,1,petitsongules,1,3.3,0,3.3,0,0,0,0,0,0,0,6.6,0,6.6,0,0,0,0,0,0,0,1.65,0,1.65,0,0,0,0,0,0,0
511,341,6_27,27,6,protestant,secondaire,0,30,0.354,51,effectuee&declaree,12,0.5,2,pieges,fusil_arc&fleches_pieges,bosiki_bonsele,cable_mapasa,130,individuelle,jour,village,momokondo,80000,0,petitsongules_rongeurs,1,10.4,0.4,0,10,0,0,0,0,0,0,20.8,0.8,0,20,0,0,0,0,0,0,5.2,0.2,0,5,0,0,0,0,0,0
512,445,6_27,27,6,protestant,secondaire,0,30,0.354,51,effectuee&declaree,12,0.5,1,pieges,fusil_arc&fleches_pieges,bosiki_bonsele,nylon_mapasa,150,individuelle,les_deux,village,lopale,4000,0,autres,1,2.3,0,0,0,0,0,0,2.3,0,0,4.6,0,0,0,0,0,0,4.6,0,0,2.3,0,0,0,0,0,0,2.3,0,0
513,236,6_3,3,6,protestant,secondaire,1,10,0.354,30,effectuee&declaree,10,0.5,0.3,pieges,pieges,,mapasa,12,individuelle,jour,autres,,0,0,autres,1,0.2,0,0,0,0,0,0,0,0,0.2,0.4,0,0,0,0,0,0,0,0,0.4,0.666666667,0,0,0,0,0,0,0,0,0.666666667
514,338,6_3,3,6,protestant,secondaire,1,10,0.354,30,effectuee&declaree,12,0.5,1.5,pieges,fusil_arc&fleches_pieges,bosiki_bonsele,nylon_mapasa,127,individuelle,les_deux,village,tompokia,30000,0,rongeurs,1,0.9,0.9,0,0,0,0,0,0,0,0,1.8,1.8,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0
515,165,6_3,3,6,protestant,secondaire,1,10,0.354,30,effectuee&declaree,9,0.5,2,pieges,pieges,,cable_mapasa,50,individuelle,jour,autres,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,460,6_33,33,6,autre,secondaire,1,3,0.354,35,effectuee&declaree,1,1,2,fusil,fusil_arc&fleches,bosiki_bonsele,,2,individuelle,les_deux,village,lome,22000,0,grandsongules,1,14,0,0,0,14,0,0,0,0,0,14,0,0,0,14,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0
517,461,6_34,34,6,autre,secondaire,1,20,0.354,37,effectuee&declaree,1,0.5,1,pieges,arc&fleches_pieges,bosiki_bonsele,nylon_mapasa,150,individuelle,jour,village,mpumbipope,100000,1,petitsongules,1,2,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,2
